"Filters will be accessible via <code>filters</code>. <br><br>Send output as <code>result = [result]</code>, or for old style <code>data = [columns], [result]</code>","Filter är tillgänglig via <code>filters</code> .<br><br> Skicka utdata som <code>result = [result]</code> , eller för gammal stil data <code>data = [columns], [result]</code>",
Finished,Klar,
Finished At,Avslutade Kl,
First Day of the Week,Veckans Första Arbetsdag,
First Name,Förnamn,
First Success Message,Första Lyckade Meddelande,
Flag,Flagga,
Float,Flyttal,
Float Precision,Flyttal Precision,
Fold,Vika,
Folder,Mapp,
Folder Name,Mapp Namn,
Folio,Folio,
Font,Typsnitt,
Font Properties,Typsnitt Egenskaper,
Font Size,Typsnitt Storlek,
Fonts,Typsnitt,
Footer,Sidfot,
"Footer ""Powered By""","Sidfot ""Design Av""",
Footer Based On,Sidfot Baserad På,
Footer Content,Sidfot Innehåll,
Footer Details,Sidfot Detaljer,
Footer HTML,Sidfot HTML,
Footer Image,Sidfot Bild,
Footer Items,Sidfot Poster,
Footer Logo,Sidfot Logotyp,
Footer Script,Sidfot Skript,
Footer Template,Sidfot Mall,
Footer Template Values,Sidfot Mall Värde,
Footer will display correctly only in PDF,Sidfot visas korrekt endast i PDF,
For DocType Link / DocType Action,För DocType Länk / DocType Åtgärd,
For Document Event,För Dokument Händelse,
"For Links, enter the DocType as range.
For Select, enter list of Options, each on a new line.","För Länkar, ange Dokument Typ som intervall. För Välj, ange lista med Alternativ, var och en på ny rad.",
For User,För Användare,
For Value,För Värde,
For example: {} Open,Till exempel: {} Öppna,
"For help see <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Client Script API and Examples</a>","För mer information <a href=""https://frappeframework.com/docs/user/en/guides/portal-development/web-forms"" target=""_blank"">Klient Skript API och exempel</a>",
"For multiple addresses, enter the address on different line. e.g. test@test.com ⏎ test1@test.com",För flera adresser anger du adress på annan rad. t.ex. test@test.com ⏎ test1@test.com,
Force,Tvinga,
Force Re-route to Default View,Tvinga Omdirigering till Standard Vy,
Force Show,Tvinga Vising,
Force User to Reset Password,Tvinga Användare att Återställa Lösenord,
Force Web Capture Mode for Uploads,Tvinga Webbaserade Bildtagning för Uppladdningar,
Form,Formulär,
Form Builder,Formulär Generator,
Form Dict,Form Dict,
Form Settings,Formulär Inställningar,
Form Tour,Formulär Tur,
Form Tour Step,Formulär Tur Steg,
Form URL-Encoded,Formulär URL Kodad,
Format,Format,
Format Data,Format Data,
Forward To Email Address,Vidarebefordra Till E-post,
Fraction,Bråkdel,
Fraction Units,Bråkdel Enheter,
Frappe,Frappe,
Frappe Support,Frappe Support,
Frequency,Frekvens,
Friday,Fredag,
From,Från,
From Date,Från Datum,
From Date Field,Från Datum,
From Full Name,Från,
From User,Från Användare,
Full,Full,
Full Name,Fullständigt Namn,
Full Width,Full Bredd,
Function,Funktion,
GET,GET,
GMail,GMail,
GNU Affero General Public License,GNU Affero General Public License,
GNU General Public License,GNU General Public License,
Gantt,Gantt,
Gender,Kön,
Generate Keys,Skapa Nycklar,
Geo,Geo,
Geolocation,Geolocation,
Get Contacts,Hämta Kontakter,
Get a preview of generated names with a series.,Förhandsgranskning av Nummer Serie.,
Get notified when an email is received on any of the documents assigned to you.,Få avisering när e-post meddelande tas emot om någo av dokument som tilldelats dig.,
Get your globally recognized avatar from Gravatar.com,Hämta globalt erkänd avatar från Gravatar.com,
Git Branch,Git Branch,
GitHub,GitHub,
Global Search DocType,Global Sökning DocType,
Global Search Settings,Global Sökning Inställningar,
Global Unsubscribe,Globalt Avregistrering,
Go to Page,Gå till Sida,
Go to this URL after completing the form,Gå till denna URL efter att ha fyllt i formulär,
Google,Google,
Google Analytics ID,Google Analytics ID,
Google Analytics anonymise IP,Google Analytics Anonymisera IP,
Google Calendar,Google Kalender,
Google Calendar Event ID,Google Kalender Händelse ID,
Google Calendar ID,Google Kalender ID,
Google Contacts,Google Kontakter,
Google Contacts Id,Google Kontakter ID,
Google Drive,Google Drive,
Google Drive Picker,Google Drive Väljare,
Google Drive Picker Enabled,Google Drive Väljare Aktiverad,
Google Font,Google Typsnitt,
Google Meet Link,Google Meet Länk,
Google Settings,Google Inställningar,
Google Snippet Preview,Google Förhandsvisning,
Grant Type,Medgivande Typ,
Gray,grå,
Green,Grön,
Grid Page Length,Rutnät Sidlängd,
Group,Grupp,
Group By,Grupp av,
Group By Based On,Gruppera Efter Baserat På,
Group By Type,Gruppera Efter Typ,
Group Object Class,Grupp Objekt Klass,
HEAD,HEAD,
HH:mm,HH: mm,
HH:mm:ss,HH: mm: ss,
HTML,HTML,
HTML Editor,HTML Redigerare,
HTML Page,HTML Sida,
HTML for header section. Optional,HTML för Rubrik Sektion. Valfritt,
Half,Halv,
Half Yearly,Halvår,
Half-yearly,Halvår,
Handled Emails,Hanterad E-post,
Has  Attachment,Har Bilaga,
Has Domain,Har Domän,
Has Next Condition,Har Nästa Villkor,
Has Role,Har Roll,
Has Web View,Har Webb Vy,
Header,Huvud Rubrik,
Header HTML,HTML,
Header Script,Sidhuvud Skript,
Header and Breadcrumbs,Sidhuvud och Brödsmulor,
"Header, Robots","Sidhuvud, Robotar",
Headers,Huvud Rubriker,
Heading,Huvud Rubrik,
Heatmap,Värme Karta,
Help,Hjälp,
Help Article,Hjälp artikel,
Help Articles,Hjälpartiklar,
Help Category,Hjälp Kategori,
Help Dropdown,Hjälp Rullgardin Meny ,
Help HTML,HTML Hjälp,
"Help: To link to another record in the system, use ""/app/note/[Note Name]"" as the Link URL. (don't use ""http://"")","Hjälp: För att länka till annan post i system, använd 'app/Note/[Note Name]' som Länk URL. (Använd inte 'http://')",
Helpful,Hjälpsam,
Helvetica,Helvetica,
Helvetica Neue,Helvetica Neue,
Hidden,Dold ,
Hidden Fields,Dolda fält,
Hide,Dölj,
Hide Block,Dölj Avsnitt,
Hide Border,Dölj Gräns,
Hide Buttons,Dölj Knappar,
Hide CTA,Dölj Funktion Knapp,
Hide Copy,Dölj Kopiera,
Hide Custom DocTypes and Reports,Dölj Anpassade DocTypes och Rapporter,
Hide Days,Dölj Dagar,
Hide Descendants,Dölj Underordnade,
Hide Login,Dölj Inloggning,
"Hide Previous, Next and Close button on highlight dialog.","Dölj Föregående, Nästa och Stäng knapp vid markerad dialogruta.",
Hide Seconds,Dölj Sekunder,
"Hide Sidebar, Menu, and Comments","Dölj Sidofält, Meny och Kommentarer",
Hide Standard Menu,Dölj Standard Meny,
Hide descendant records of <b>For Value</b>.,Dölj Underordnade poster för <b>För Värde</b>.,
Hide footer in auto email reports,Dölj Sidfot i Automatiska E-post Rapporter,
Hide footer signup,Dölj Sidfot Registrering,
High,Hög,
Higher priority rule will be applied first,Regel med högre prioritet tillämpas först,
Highlight,Markera,
Home,Hem,
Home Page,Webbplats,
Home Settings,Webbplats Inställningar,
Hourly,Varje timme,
Hourly Long,Timme Lång,
Hourly rate limit for generating password reset links,Antal länkar som kan skapas per timme för byte av lösenord,
"How should this currency be formatted? If not set, will use system defaults","Hur ska denna valuta formateras? Om inte angiven, kommer system standard att användas",
ID (name) of the entity whose property is to be set,ID (namn) på entitet vars egenskap ska anges,
"IDs must contain only alphanumeric characters, not contain spaces, and should be unique.","ID får endast innehålla alfanumeriska tecken, inte innehålla mellanslag och ska vara unika.",
IMAP Details,IMAP Detaljer,
IMAP Folder,IMAP Mapp,
IP Address,IP-adress,
Icon,Ikon,
Icon will appear on the button,Ikon kommer visas på knapp,
Identity Details,Identitet Detaljer,
Idx,Idx,
"If Apply Strict User Permission is checked and User Permission is defined for a DocType for a User, then all the documents where value of the link is blank, will not be shown to that User","Om Använd Strikt Användar Behörighet är vald och Användar Behörighet är definierad för DocType för Användare, kommer inte alla dokument där länk värde är tomt att visas för Användare",
If Checked workflow status will not override status in list view,Om vald kommer Arbetsflöde Tillstånd inte Åsidosätta Tillstånd i Lista,
"If checked, all other workflows become inactive.","Om aktiverad, blir alla andra Arbetsflöde inaktiverade.",
"If checked, negative numeric values of Currency, Quantity or Count would be shown as positive","Om aktiverad, skulle negativa numeriska värden för Valuta, Kvantitet eller Antal visas som positiva.",
"If checked, users will not see the Confirm Access dialog.","Om aktiverad, kommer användarna inte se Bekräfta Tillgång dialogruta.",
"If disabled, this role will be removed from all users.","Om inaktiverad, kommer denna roll tas bort från alla Användare.",
"If enabled,  user can login from any IP Address using Two Factor Auth, this can also be set for all users in System Settings",Om aktiverad kan Användare logga in från vilken IP adress som helst med hjälp av Två Faktor Autentisering. Detta kan också anges för alla Användare i System Inställningar,
"If enabled, all responses on the web form will be submitted anonymously",Om aktiverat kommer alla webbformulär svar att skickas anonymt,
"If enabled, all users can login from any IP Address using Two Factor Auth. This can also be set only for specific user(s) in User Page",Om aktiverad kan alla Användare logga in från vilken IP Adress som helst med hjälp av Två Faktor Autenticering. Detta kan också anges endast för specifika Användare i Användar Inställningar,
"If enabled, changes to the document are tracked and shown in timeline",Om aktiverad spåras ändringar i dokument och visas i tidslinje,
"If enabled, document views are tracked, this can happen multiple times","Om aktiverad spåras dokument vyer, detta kan hända flera gånger",
"If enabled, the document is marked as seen, the first time a user opens it",Om aktiverad anges dokument som visad första gång Användare öppnar det,
"If enabled, the notification will show up in the notifications dropdown on the top right corner of the navigation bar.",Om aktiverat kommer meddelandet att visas i rullgardin meny för meddelande i det övre högra hörnet av navigering fält.,
"If enabled, the password strength will be enforced based on the Minimum Password Score value. A value of 2 being medium strong and 4 being very strong.",Om aktiverat kommer lösenord styrka att tillämpas baserat på minimum lösenord värde.Värde av 2 är medelstark och 4 är väldigt stark.,
"If enabled, users who login from Restricted IP Address, won't be prompted for Two Factor Auth","Om aktiverad, kommer Användare som loggar in från begränsad IP adress inte att frågas för Två Faktor Autentisering",
"If enabled, users will be notified every time they login. If not enabled, users will only be notified once.",Om aktiverad kommer användarna att få meddelande varje gång de loggar in. Om inte aktiverad kommer användarna att få meddelande en gång.,
"If left empty, the default workspace will be the last visited workspace",Om lämnad tom kommer standard arbetsyta att vara senast använd arbetsyta,
If non standard port (e.g. 587),Om ej standard port (t.ex. 587),
"If non standard port (e.g. 587). If on Google Cloud, try port 2525.","Om ej standard port (t.ex. 587). Om Google Cloud, försök port 2525.",
"If non-standard port (e.g. POP3: 995/110, IMAP: 993/143)","Om ej standard port (t.ex. POP3: 995/110, IMAP: 993/143)",
"If not set, the currency precision will depend on number format","Om inaktiverad, kommer valuta precision att bero på nummer format",
"If set, only user with these roles can access this chart. If not set, DocType or Report permissions will be used.",Om aktiverad kan endast användare med dessa roller komma åt detta diagram. Om inte angiven kommer DocType eller Report behörigheter att användas.,
"If the condition is satisfied user will be rewarded with the points. eg. doc.status == 'Closed'
","Om villkor är uppfylld kommer Användare att belönas med poäng. t.ex. doc.status == 'Avslutad'
",
"If the user has any role checked, then the user becomes a ""System User"". ""System User"" has access to the desktop","Om användare har någon roll vald, blir Användare ""Systemanvändare"". ""Systemanvändare"" har tillgång till Skrivbord",
"If unchecked, the value will always be re-fetched on save.","Om inaktiverad, kommer värdet alltid att hämtas igen vid spara.",
If user is the owner,Om Användare är Ansvarig,
"If you set this, this Item will come in a drop-down under the selected parent.","Om du anger detta, kommer denna Artikel i rullgardin meny under vald överordnad.",
"If your data is in HTML, please copy paste the exact HTML code with the tags.","Om data är i HTML, kopiera och klistra in exakt HTML kod med taggarna.",
Ignore User Permissions,Ignorera Användare Behörigheter,
Ignore XSS Filter,Ignorera XSS Filter,
Ignore attachments over this size,Ignorera bifogade filer över denna storlek,
Ignored Apps,Ignorerade Appar,
Image,Bild,
Image Field,Bild Fält,
Image Height,Bild Höjd,
Image Link,Bild Länk,
Image Width,Bild Bredd,
Impersonate,Efterlikna,
Implicit,Implicit,
Import,Import,
Import File,Importera Fil,
Import File Errors and Warnings,Importera Fil Fel och Varningar,
Import Log,Import logg,
Import Log Preview,Importera Logg Förhandsvisning,
Import Preview,Importera Förhandsvisning,
Import Type,Import Typ,
Import Warnings,Import Varningar,
Import from Google Sheets,Importera från Google Sheets,
In Days,I Dagar,
In Filter,I Filter,
In Global Search,I Global Sök,
In List Filter,I listfilter,
In List View,I Lista Vy,
In Preview,I Förhandsvisning,
In Reply To,Som Svar Till,
In Standard Filter,I Standard Filter,
In points. Default is 9.,I Punkter.Standard är 9.,
In seconds,I Sekunder,
Inbox,Inkorg,
Inbox User,Inkorg Användare,
Include Name Field,Inkludera Namn Fält,
Include Search in Top Bar,Visa Sök Funktion i Toppfält,
Include Web View Link in Email,Inkludera Länk till Webbvy i E-post,
Incoming (POP/IMAP) Settings,Inkommande (POP/IMAP) Inställningar,
Incoming Emails (Last 7 days),Inkommande E-post (Senaste 7 dagar),
Incoming Server,Inkommande E-post Server,
Incoming Settings,Inkommande E-Post Inställningar,
Index,Index,
Index Web Pages for Search,Indexera Webbsidor för Sökning,
Indexing authorization code,Indexerar Auktorisering Kod,
Indexing refresh token,Indexerar Uppdatering Token,
Indicator,Indikator,
Indicator Color,Indikatorfärg,
Info,Info,
Initial Sync Count,Första Synkronisering Antal,
InnoDB,InnoDB,
Insert After,Infoga Efter,
Insert New Records,Infoga Nya Poster,
Insert Style,Infoga Stil,
Installed Application,Installerad Applikation,
Installed Applications,Installerade Applikationer,
Instructions,Instruktioner,
Int,Heltal,
Integration Request,Integration Begäran,
Integrations,Integrationer,
Integrations can use this field to set email delivery status,Integrationer kan använda detta fält för att ange E-post leverans status,
Inter,Intern,
Interests,Intresse,
Intermediate,Mellanhand,
Internal record of document shares,Internt register över dokument delningar,
Intro Video URL,Introduktion Video URL,
Introduce your company to the website visitor.,Presentera Bolag för Webbplats besökare.,
Introduction,Introduktion,
Introductory information for the Contact Us Page,Introduktion Information för Kontakta Oss Sida,
Introspection URI,Introspektion URI,
Invalid,Ogiltig,
Inverse,Omvänd,
Is Active,Är Aktiv,
Is Attachments Folder,Är Bilagor Mapp,
Is Billing Contact,Är faktureringskontakt,
Is Calendar and Gantt,Är Kalender och Gantt,
Is Child Table,Är Undertabell,
Is Complete,Är Klar,
Is Completed,Är Klar,
Is Custom,Är Anpassad,
Is Custom Field,Är Anpassad Fält,
Is Default,Är standard,
Is Dynamic URL?,Är Dynamisk URL?,
Is Folder,Är Mapp,
Is Hidden,Är Dold,
Is Home Folder,Är Hem Mapp,
Is Mandatory Field,Är Erfodrad Fält,
Is Optional State,Är Valfri Tillstånd,
Is Primary,Är Primär,
Is Primary Contact,Är Primär Kontakt Person,
Is Primary Mobile,Är Primär Mobil,
Is Primary Phone,Är Primär Telefon,
Is Private,Är Privat,
Is Public,Är Publik,
Is Published Field,Är Publicerad Fält,
Is Query Report,Är Dataförfråga Rapport,
Is Remote Request?,Är Fjärr Begäran?,
Is Single,Är Enskild,
Is Skipped,Är Hoppad Över,
Is Spam,Är Skräp,
Is Standard,Är Standard,
Is Submittable,Är Godkännbar,
Is System Generated,Är System Skapad,
Is Table,Är Tabell,
Is Table Field,Är Tabell Fält,
Is Tree,Är Träd,
Is Unique,Är Unik,
Is Virtual,Är Virtuell,
Is Your Company Address,Är ditt Företag Adress,
Item Label,Artikel Titel,
Item Type,Artikel Typ,
JS,JS,
JS Message,JS Meddelande,
JSON,JSON,
JSON Request Body,JSON Request Body,
JavaScript,JavaScript,
JavaScript Format: frappe.query_reports['REPORTNAME'] = {},JavaScript Format: frappe.query_reports['REPORTNAME'] = {},
Javascript,JavaScript,
Jinja,Jinja,
Job ID,Jobb ID,
Job Id,Jobb ID,
Job Info,Jobb Info,
Job Name,Jobb Namn,
Job Status,Jobb Status,
Kanban,Anslag Tavla,
Kanban Board,Kanban Board,
Kanban Board Column,Anslagstavla Bord Kolumn,
Kanban Board Name,Anslagstavla Bord Namn,
Keep track of all update feeds,Håll koll på alla uppdatering flöde,
Keeps track of all communications,Konversation Översikt,
Key,Nyckel,
Keyboard Shortcuts,Kort Kommando,
Keycloak,Keycloak,
Knowledge Base Contributor,Kunskapsbas Skribent,
Knowledge Base Editor,Kunskapsbas Redigerare,
LDAP Auth,LDAP Auth,
LDAP Custom Settings,LDAP Anpassade Inställningar,
LDAP Email Field,LDAP E-post Fält,
LDAP First Name Field,LDAP Först Namn Fält,
LDAP Group,LDAP Grupp,
LDAP Group Field,LDAP Grupp Fält,
LDAP Group Mapping,LDAP Grupp Mappning,
LDAP Group Mappings,LDAP Grupp Mappningar,
LDAP Group Member attribute,LDAP Grupp Medlem Attribut,
LDAP Last Name Field,LDAP Efternamn Fält,
LDAP Middle Name Field,LDAP Mellannamn Fält,
LDAP Mobile Field,LDAP Mobil Fält,
LDAP Phone Field,LDAP Telefon Fält,
LDAP Search String,LDAP Söksträng,
LDAP Search and Paths,LDAP Sökning och Sökvägar,
LDAP Security,LDAP Säkerhet,
LDAP Server Settings,LDAP Server Inställningar,
LDAP Server Url,LDAP Server URL,
LDAP Settings,LDAP Inställningar,
LDAP User Creation and Mapping,LDAP Användare Skapande och Mappning,
LDAP Username Field,LDAP Användar Namn Fält,
LDAP search path for Groups,LDAP Sökväg för Grupper,
LDAP search path for Users,LDAP Sökväg för Användare,
Label,Etikett,
Label Help,Etikett Hjälp,
Label and Type,Etikett och Typ,
Landing Page,Webbplats,
Language,Språk,
Language Code,Språk Kod,
Language Name,Språk Namn,
Last 10 active users,Senast 10 aktiva användare,
Last Active,Senast Aktiv,
Last Backup On,Senaste Säkerhetskopiering,
Last Execution,Senaste Körning,
Last Heartbeat,Sista Hjärtslag,
Last IP,Senast IP Adress,
Last Known Versions,Senaste Kända Versioner,
Last Login,Senaste Inloggning,
Last Month,Förra Månad,
Last Name,Efternamn,
Last Password Reset Date,Senaste Lösenord Återställning Datum,
Last Point Allocation Date,Senaste Tilldelning Datum,
Last Quarter,Förra Kvartal,
Last Reset Password Key Generated On,Senast Återställning Lösenord Nyckel Skapades,
Last Sync On,Senast Synkroniserad,
Last Synced On,Senast Synkroniserad,
Last User,Senaste Användare,
Last Week,Förra Vecka,
Last Year,Förra Året,
Lead Conversion Time,Potentiell Kund Samtal Tid,
Leaderboard,Topplista,
Leave blank to repeat always,Lämna tom för ingen slut datum,
Ledger,Huvudbok,
Left,Vänster,
Left Bottom,Vänster Nederst,
Left Center,Vänster Center,
Legal,Rättslig,
Length,Längd,
Letter,Letter,
Letter Head,Brev,
Letter Head Based On,Sidhuvud Baserad På,
Letter Head Image,Sidhuvud Bild,
Letter Head Name,Sidhuvud Namn,
Letter Head in HTML,Sidhuvud i HTML,
Level,Nivå,
Level Name,Nivå Namn,
License,Licens ,
License Type,Licens Typ,
Light,Ljus,
Light Blue,Ljusblå,
Light Color,Ljus Färg,
Like,Gillar,
Like limit,Gillar Gräns,
Like limit per hour,Gillar per timme,
Likes,Gillar,
Limit,Begränsa,
Limit Number of DB Backups,Begränsa antal Databas Säkerhetskopior,
Line,Linje,
Link,Länk,
Link Cards,Länk Kort,
Link Count,Länk Antal,
Link Details,Länk Detaljer,
Link DocType,Länk DocType,
Link Document Type,Länk DocType,
Link Field Results Limit,Länk Fält Resultat Gräns,
Link Fieldname,Länk Fält Namn,
Link Filters,Länk Filter,
Link Name,Länk Namn,
Link Title,Länk Titel,
Link To,Länk Till,
Link Type,Länk Typ,
"Link that is the website home page. Standard Links (home, login, products, blog, about, contact)","Länk Webbplatst start sida . Standard länkar (hem, logga in, produkter, blogg, om, kontakt)",
Link to the page you want to open. Leave blank if you want to make it a group parent.,Länk till sida du vill öppna. Lämna tom om du vill göra det till överordnad grupp.,
Linked,Länkad,
Linked Documents,Länkade dokument,
Links,Länkar,
List,Lista,
List / Search Settings,Lista / Sök Inställningar,
List Columns,Lista Kolumner,
List Filter,Lista Filter,
List Settings,Lista Inställningar,
List View Settings,Lista Vy Inställningar,
"List as [{""label"": _(""Jobs""), ""route"":""jobs""}]","Lista som [{""label"": _(""Jobs""), ""route"":""jobs""}]",
List of patches executed,Lista av exekverade patchar,
List setting message,Listinställning Meddelande,
Load Balancing,Last Balansering,
Location,Läge,
Log,Logg,
Log Data,Logg Data,
Log DocType,Logg DocType,
Log Index,Logg Index,
Log Setting User,Logg Inställning Användare,
Log Settings,Logg Inställningar,
Log out,Logga Ut,
Login,Logga In,
Login After,Logga in Efter,
Login Before,Logga in Före,
Login Methods,Inloggning Sätt,
Login Page,Inloggning Sida,
Login required,Inloggning erfordras,
Login with email link,Logga in med E-post länk,
Login with email link expiry (in minutes),E-post Länk Giltig (minuter),
Logout,Logga ut,
Logout All Sessions on Password Reset,Logga ut Alla Sessioner efter Lösenord Byte,
Logout From All Devices After Changing Password,Logga ut från alla enheter efter byte av Lösenord,
Logs To Clear,Loggar att Ta Bort,
Logs to Clear,Logg att Ta Bort,
Long Text,Lång Text,
Low,Låg,
MIT License,MIT Licens,
Main Section,Huvud Sektion,
Main Section (HTML),Huvud Sektion (HTML),
Main Section (Markdown),Huvud Sektion (Markdown),
Maintenance Manager,Underhållschef,
Maintenance User,Serviceanvändare,
Major,Stora,
"Make ""name"" searchable in Global Search",'namn' sökbar i Global Sökning,
Make Attachment Public (by default),Gör bilaga Publik (som standard),
Make Attachments Public by Default,Bilagor Publika som Standard,
Make sure to configure a Social Login Key before disabling to prevent lockout,Se till att konfigurera social inloggning nyckel innan du inaktiverar för att förhindra utelåsning,
Mandatory,Obligatorisk,
Mandatory Depends On,Erfordrad Beroende Av,
Mandatory Depends On (JS),Erfodrad Beroende Av (JS),
Map,Mapp,
Map route parameters into form variables. Example <code>/project/&lt;name&gt;</code>,Mappa sökväg parametrar i formulär variabler. Exempel <code>/project/&lt;name&gt;</code>,
Margin Bottom,Marginal Nederst,
Margin Left,Marginal Vänster,
Margin Right,Marginal Höger,
Margin Top,Marginal Överst,
MariaDB Variables,MariaDB Variabler,
Markdown,Markdown,
Markdown Editor,Markdown Redigerare,
Marked As Spam,Markerad som Skräp,
Marketing Campaign,Marknadsföring Kampanj,
Max 500 records at a time,Maximum 500 poster åt gången,
Max Attachments,Maximum Antal Bilagor,
Max File Size (MB),Maximum Fil Storlek (MB),
Max Height,Maximum Höjd,
Max Length,Maximum Längd,
Max Value,Maximum Värde,
Max attachment size,Max Bilaga storlek,
Max auto email report per user,Maximum Antal Automatiska E-post Rapporter per Användare,
Maximum,Maximum,
Maximum Number of Fields,Maximum Antal Fält,
Maximum Points,Maximum Poäng,
"Maximum points allowed after multiplying points with the multiplier value
(Note: For no limit leave this field empty or set 0)",Maximum Poäng tillåtna efter multiplicering av poäng med multiplikator värde (Obs: För ingen gräns lämna detta fält tomt eller ange 0),
Medium,Medium,
Meeting,Möte,
Meets Condition?,Uppfyller Villkor?,
Memory Usage,Minnes Användning,
Mention,Hänvisa,
Mentions,Hänvisningar,
Message,Meddelande,
Message (HTML),Meddelande (HTML),
Message (Markdown),Meddelande (Markdown),
Message Examples,Meddelande Exempel,
Message ID,Meddelande ID,
Message Parameter,Meddelande Parameter,
Message Type,Meddelande Typ,
Message to be displayed on successful completion,Meddelande som ska visas när klar,
Message-id,Meddelande ID,
Messages,Meddelanden,
Meta,Meta,
Meta Description,Meta Beskrivning,
Meta Image,Meta Bild,
Meta Tags,Meta Taggar,
Meta Title,Meta Benämning,
Meta description,Meta Beskrivning,
Meta image,Meta Bild,
Meta title,Meta Benämning,
Method,Metod,
Mid Center,Mitt Center,
Middle Name,Mellannamn,
Milestone,Milstolpe,
Milestone Tracker,Milstolpe Spårare,
Minimum,Minimum,
Minimum Password Score,Minimum Lösenord Krav,
Minor,Minor,
Mobile No,Mobilnummer,
Modal Trigger,Modal Utlösare,
Module,Modul,
Module (for export),Modul (för Export),
Module Def,Modul Definition,
Module HTML,Modul HTML,
Module Name,Modul Namn,
Module Onboarding,Modul Introduktion,
Module Profile,Modul Profil,
Module Profile Name,Modul Profil Namn,
Modules HTML,Moduler HTML,
Monday,Måndag,
Monospace,Monospace,
Monthly,Månadsvis,
Monthly Long,Månad Lång,
More Information,Mer information,
More content for the bottom of the page.,Mer innehåll för sidfot.,
Move to next step when clicked inside highlighted area.,Flytta till nästa steg när du klickar i det markerade området.,
Mozilla doesn't support :has() so you can pass parent selector here as workaround,Mozilla stöder inte :has() så du kan skicka överordnad väljare här som lösning,
Multiplier Field,Multiplikator Fält,
Must be a publicly accessible Google Sheets URL,Måste vara allmänt tillgänglig Google Sheets URL,
"Must be enclosed in '()' and include '{0}', which is a placeholder for the user/login name. i.e. (&(objectclass=user)(uid={0}))","Måste omges av '()' och inkludera '{0}', som är platshållare för Användare / inloggning namn. dvs (&(objectclass=user)(uid={0}))",
"Must be of type ""Attach Image""",Måste vara av typ 'Bifoga Bild',
Mute Sounds,Dämpa Ljud,
My Profile,Min Profil,
My Settings,Mina Inställningar,
MyISAM,MyISAM,
NOTE: This box is due for depreciation. Please re-setup LDAP to work with the newer settings,OBS: Denna ruta ska tas bort.Konfigurera LDAP att fungera med nya inställningar,
Name,namn,
Naming,Namngivning,
"Naming Options:
<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>autoincrement</b> - Uses Databases' Auto Increment feature</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","Namngivning Alternativ:
<ol><li><b>field:[fältnamn]</b> - Efter Fält</li><li><b>autoincrement</b> - Använd Databas funktion för automatisk inkrementering</li><li><b>naming_series:</b> - Efter namngivning serie (fält naming_series måste finnas)</li><li><b>Prompt</b> - Fråga</li><li><b>[series]</b> - Serier med prefix (separerade med punkt); till exempel PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Ersätt alla ord inom parentes (fältnamn, datum ord (DD, MM, YY), serier) med deras värde. Utanför hakparenteser kan alla tecken användas.</li></ol>",
"Naming Options:
<ol><li><b>field:[fieldname]</b> - By Field</li><li><b>naming_series:</b> - By Naming Series (field called naming_series must be present)</li><li><b>Prompt</b> - Prompt user for a name</li><li><b>[series]</b> - Series by prefix (separated by a dot); for example PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Replace all braced words (fieldnames, date words (DD, MM, YY), series) with their value. Outside braces, any characters can be used.</li></ol>","Namngivning Alternativ:
<ol><li>field<b>:[fältnamn]</b> - Efter Fält</li><li><b>naming_series</b>: - Efter Namngivning Serie (fält naming_series måste finnas)</li><li><b>Prompt</b> - Fråga</li><li><b>[series]</b> - Serier med prefix (åtskilda av en punkt); till exempel PRE.#####</li>
<li><b>format:EXAMPLE-{MM}morewords{fieldname1}-{fieldname2}-{#####}</b> - Ersätt alla ord inom parentes (fältnamn, datum ord (DD, MM, YY), serier) med deras värde. Utanför hakparenteser kan alla tecken användas.</li></ol>",
Naming Rule,Nummer Serie Regel,
Naming Series,Namge Serien,
Navbar,Toppfält,
Navbar Item,Toppfält Post,
Navbar Settings,Toppfält Inställningar,
Navbar Template,Toppfält Mall,
Navbar Template Values,Toppfält Mall Värden,
Navigation Settings,Navigation Inställningar,
Network Printer Settings,Nätverk Skrivare Inställningar,
New,Ny,
New Document Form,Ny Dokument Form,
New Name,Ny Namn,
New Users (Last 30 days),Nya Användare (Senaste 30 dagar),
New users will have to be manually registered by system managers.,Om vald kommer nya användare att registreras manuellt av Systemansvariga.,
New value to be set,Ny värde att ange,
Newsletter,Nyhetsbrev,
Newsletter Attachment,Nyhetsbrev Bilaga,
Newsletter Email Group,Nyhetsbrev E-post Grupp,
Newsletter Manager,Nyhetsbrev Ansvarig,
Next Action Email Template,Nästa Åtgärd E-post Mall,
Next Actions HTML,Nästa Åtgärd HTML,
Next Execution,Nästa Exekvering,
